Date,Close,High,Low,Open,Volume
10/31/2019,60.04562378,60.14459036,57.26975672,59.67872922,139162000
11/1/2019,61.74977112,61.77631936,60.14218105,60.23390286,151125200
11/4/2019,62.15527725,62.23976163,61.64355343,62.11423946,103272000
11/5/2019,62.06597519,62.32183713,61.87045818,62.04666068,79897600
11/6/2019,62.09252167,62.1528666,61.64114273,61.9790729,75864400
11/7/2019,62.80915833,63.03189768,62.48957866,62.64210566,94940400
11/8/2019,62.98103714,63.0536655,62.18451166,62.62998283,69986400
11/11/2019,63.47979736,63.54516291,62.53074455,62.53558398,81821200
11/12/2019,63.42166901,63.6226198,63.16988574,63.32240531,87388800
11/13/2019,64.0293808,64.10443261,63.20622693,63.22075261,102734400
11/14/2019,63.58631897,64.1286306,63.45558049,63.85505137,89182800
11/15/2019,64.3416748,64.34651423,63.67588763,63.83809346,100206400
11/18/2019,64.66609192,64.74598313,63.97125342,64.35135174,86703200
11/19/2019,64.46999359,64.88399012,64.25210107,64.85977819,76167200
11/20/2019,63.71946335,64.41914129,63.04398994,64.28841022,106234400
11/21/2019,63.43378448,63.91799335,63.23283367,63.84051816,121395200
11/22/2019,63.37809753,63.71704226,63.15051878,63.57420153,65325200
11/25/2019,64.48935699,64.50630608,63.55725344,63.60325388,84020400
11/26/2019,63.9858017,64.68064044,63.55243256,64.62737716,105207600
11/27/2019,64.84526825,64.87916643,64.23274416,64.29810972,65235600
11/29/2019,64.70240784,64.88398616,64.37556538,64.54504144,46617600
12/2/2019,63.95428848,64.94449443,63.78239646,64.70722949,94487200
12/3/2019,62.81398773,62.83335283,62.04893696,62.53798518,114430400
12/4/2019,63.36842346,63.74852926,63.11179331,63.2062176,67181600
12/5/2019,64.2980957,64.37315488,63.60810394,63.86473406,74424400
12/6/2019,65.54008484,65.61029719,64.71450789,64.7580923,106075600
12/9/2019,64.62252045,65.56187947,64.13588816,65.36819887,128042400
12/10/2019,65.00019836,65.38514351,64.36587857,65.02924971,90420400
12/11/2019,65.55462646,65.63452508,65.00505196,65.08010376,78756800
12/12/2019,65.72166443,65.98798077,64.71935596,64.83072193,137310400
12/13/2019,66.61504364,66.65135783,65.59336248,65.72167755,133587600
12/16/2019,67.75534821,67.98051096,67.05809359,67.06293302,128186000
12/17/2019,67.88851929,68.21777784,67.49872723,67.68515241,114158400
12/18/2019,67.72629547,68.24924196,67.5761919,67.74082115,116028400
12/19/2019,67.79408264,68.07492468,67.53503651,67.66819099,98369200
12/20/2019,67.65366364,68.4308168,67.44061055,68.32913707,275978000
12/23/2019,68.75766754,68.81819366,67.87882716,67.91756476,98572000
12/24/2019,68.82302094,68.97313188,68.49618588,68.92470804,48478800
12/26/2019,70.18849945,70.20544853,68.92713738,68.95618873,93121200
12/27/2019,70.16186523,71.17144402,69.75513154,70.48144488,146266000
12/30/2019,70.57827759,70.86154301,69.0530227,70.07954308,144114400
12/31/2019,71.09397125,71.10123409,70.09407868,70.19334239,100805600
1/2/2020,72.71609497,72.7766211,71.46683475,71.72104154,135480400
1/3/2020,72.00912476,72.7717523,71.78396939,71.94133581,146322800
1/6/2020,72.58291626,72.62165386,70.87608272,71.12787344,118387200
1/7/2020,72.24153137,72.84920836,72.02121549,72.5925783,108872000
1/8/2020,73.40365601,73.7062866,71.94376632,71.94376632,132079200
1/9/2020,74.96279144,75.15647202,74.13237507,74.38415834,170108400
1/10/2020,75.13227081,75.69880173,74.62869681,75.19764374,140644800
1/13/2020,76.73742676,76.76406209,75.33080045,75.44943666,121532000
1/14/2020,75.70121765,76.88511196,75.57774941,76.67448227,161954400
1/15/2020,75.37679291,76.38394823,74.94342391,75.50026853,121923600
1/16/2020,76.32099915,76.4323725,75.55837166,75.92152831,108829200
1/17/2020,77.16595459,77.16837061,76.26290232,76.57037232,137816400
1/21/2020,76.64299774,77.23614914,76.50499645,76.7931013,110843200
1/22/2020,76.91658783,77.47100171,76.82216355,77.12963354,101832400
1/23/2020,77.28701019,77.36690141,76.42027208,76.96985394,104472000
1/24/2020,77.06427765,78.2796395,76.87301304,77.53396094,146537600
1/27/2020,74.79815674,75.48088553,73.81279006,75.06688907,161940000
1/28/2020,76.91416931,77.08606142,75.58259473,75.68185845,162234000
1/29/2020,78.52413177,79.37392049,77.8075049,78.5507671,216229200
1/30/2020,78.41036987,78.46363315,77.17079623,77.60416528,126743200
1/31/2020,74.93373871,78.12224967,74.63837103,77.69856695,199588400
2/3/2020,74.72796631,75.89732764,73.16881294,73.67238698,173788400
2/4/2020,77.19499207,77.38625662,75.93120676,76.33794039,136616400
2/5/2020,77.82447815,78.62584329,77.21921703,78.32562874,118826800
2/6/2020,78.73478699,78.7372104,77.53637438,78.09563507,105425600
2/7/2020,77.66456604,78.48239315,77.17192793,78.23243405,117684000
2/10/2020,78.03343201,78.03343201,76.16480809,76.2448889,109348800
2/11/2020,77.56264496,78.60374012,77.3442353,78.53093937,94323200
2/12/2020,79.4045639,79.40941482,78.01401071,78.01401071,113730400
2/13/2020,78.83911133,79.1667294,78.47024198,78.67409142,94747600
2/14/2020,78.85855103,79.10851012,78.3489236,78.8075831,80113600
2/18/2020,77.41461182,77.59662109,76.3492473,76.53125658,152531200
2/19/2020,78.53578186,78.76632989,77.65728501,77.65728501,93984000
2/20/2020,77.73007965,78.78573477,77.22288144,78.29552586,100566000
2/21/2020,75.97066498,77.76649567,75.35183643,77.32238891,129554000
2/24/2020,72.3620224,73.8180964,70.19004979,72.13876187,222195200
2/25/2020,69.9109726,73.41768759,69.43775292,73.03425797,230673600
2/26/2020,71.0200119,72.28922581,69.52753745,69.53481752,198054800
2/27/2020,66.37756348,69.40620034,66.24166382,68.21707461,320605600
2/28/2020,66.33872986,67.56426329,62.2156159,62.43160377,426510000
3/2/2020,72.5149231,73.15317015,67.39682305,68.50343887,341397200
3/3/2020,70.21190643,73.77443321,69.35767141,73.69435238,319475600
3/4/2020,73.46865082,73.62881987,71.13650878,71.93977582,219178400
3/5/2020,71.0855484,72.69450423,70.71910068,71.71650799,187572800
3/6/2020,70.14152527,70.57592284,68.24863165,68.43549185,226176800
3/9/2020,64.59386444,67.4865936,63.82456885,64.00657808,286744800
3/10/2020,69.24602509,69.51297347,65.37044115,67.25606173,285290000
3/11/2020,66.84105682,68.24616992,65.97469125,67.31671287,255598800
3/12/2020,60.2402153,65.52333888,60.18440016,62.11127227,418474000
3/13/2020,67.45748901,67.93071608,61.38565876,64.28325062,370732000
3/16/2020,58.77928925,62.87327958,58.24296696,58.71619033,322423600
3/17/2020,61.36381912,62.5165408,57.85467875,60.06548484,324056000
3/18/2020,59.86163712,60.66975875,57.54405159,58.18715326,300233600
3/19/2020,59.40297318,61.35896558,58.87636012,60.0363656,271857200
3/20/2020,55.63173676,61.11385462,55.33081345,59.98539502,401693200
3/23/2020,54.44989014,55.45215567,51.59598622,55.35023092,336752800
3/24/2020,59.91259766,60.10916707,56.85969514,57.35961333,287531200
3/25/2020,59.58256149,62.67186477,59.28649276,60.85177189,303602000
3/26/2020,62.71796036,62.77620095,59.78639764,59.82522717,252087200
3/27/2020,60.12130737,62.09428547,59.95385824,61.33712804,204216800
3/30/2020,61.83705139,62.00935516,60.52415677,60.84934953,167976400
3/31/2020,61.71084976,63.70081709,61.1551164,62.02876241,197002000
4/1/2020,58.46380615,60.35912879,58.03183777,59.82038104,176218400
4/2/2020,59.43937683,59.49276652,57.49066439,58.3254809,165934000
4/3/2020,58.58514404,59.62623543,57.99300663,58.92246774,129880000
4/6/2020,63.69596481,63.85127554,60.51929722,60.88816668,201820400
4/7/2020,62.95822144,65.93589799,62.85387123,65.71748093,202887200
4/8/2020,64.56961823,64.88509804,63.39505248,63.76149282,168895200
4/9/2020,65.03554535,65.54032184,64.23713674,65.20785278,161834800
4/13/2020,66.31204987,66.4212584,64.51136807,65.11321478,131022800
4/14/2020,69.66104126,69.95225918,67.47692909,67.95015636,194994800
4/15/2020,69.02519226,69.48628092,68.10301494,68.53255414,131154400
4/16/2020,69.57365417,69.94010189,68.52042804,69.7411033,157125200
4/17/2020,68.62961578,69.63673952,67.18810198,69.08828263,215250000
4/20/2020,67.20510101,68.35782639,67.18568995,67.45263836,130015200
4/21/2020,65.12776184,67.28275254,64.41428499,67.04735361,180991600
4/22/2020,67.00366211,67.44048127,66.05721565,66.39938646,116862400
4/23/2020,66.74401855,68.37482206,66.70518902,66.94786807,124814400
4/24/2020,68.67086029,68.68056952,67.22206672,67.27060547,126161200
4/27/2020,68.71941376,69.05188279,67.9379871,68.38693732,117087600
4/28/2020,67.60552216,69.36494516,67.51331034,69.18293588,112004800
4/29/2020,69.82603455,70.29683242,68.89414803,69.09799751,137280800
4/30/2020,71.2990799,71.47623821,69.97648392,70.36719352,183064000
5/1/2020,70.15123749,72.56103877,69.36981062,69.46688076,240616800
5/4/2020,71.1437912,71.2724108,69.48386739,70.17550416,133568000
5/5/2020,72.211586,73.04640262,71.45927937,71.6048883,147751200
5/6/2020,72.95659637,73.58998507,72.52947892,72.91533768,142333600
5/7/2020,73.71134949,74.05838624,73.28181013,73.58515902,115215200
5/8/2020,75.46578217,75.51931637,74.04470106,74.37320609,133838400
5/11/2020,76.65325928,77.14965926,74.76253421,74.97180699,145946400
5/12/2020,75.7772522,77.79207365,75.65558422,77.3394649,162301200
5/13/2020,74.86231232,76.88200539,73.78189998,75.95732422,200622400
5/14/2020,75.32220459,75.38303857,73.37308145,74.09822518,158929200
5/15/2020,74.87687683,74.92311124,73.05185785,73.08592843,166348400
5/18/2020,76.64108276,77.01582218,75.51200791,76.20551679,135178400
5/19/2020,76.19822693,77.50736817,76.16659207,76.65812804,101729600
5/20/2020,77.68016052,77.75072262,77.02071456,77.05964921,111504800
5/21/2020,77.1009903,78.08406952,76.86251841,77.54142773,102688800
5/22/2020,77.59741211,77.68014545,76.73600068,76.83819763,81803200
5/26/2020,77.07180023,78.89924822,77.01583029,78.71918199,125522000
5/27/2020,77.40758514,77.55358818,76.18604151,76.92822052,112945200
5/28/2020,77.44168854,78.70460308,76.80414935,77.08154855,133560800
5/29/2020,77.3662262,78.14733245,77.00852208,77.68499567,153532400
6/1/2020,78.31765747,78.43932542,77.18857538,77.31997884,80791200
6/2/2020,78.6802597,78.70459479,77.60714708,78.05002037,87642800
6/3/2020,79.11338806,79.37619506,78.42717886,79.0014556,104491200
6/4/2020,78.43205261,79.23505835,78.05731313,78.93575986,87560400
6/5/2020,80.6658783,80.72671229,78.65349239,78.68269152,137250400
6/8/2020,81.14281464,81.17688524,79.64873557,80.36170821,95654400
6/9/2020,83.7051239,84.09932692,80.78996422,80.82159908,147712400
6/10/2020,85.85865021,86.32828678,84.21613265,84.6565701,166651600
6/11/2020,81.73654938,85.42552351,81.63435243,84.99968557,201662400
6/12/2020,82.44223022,84.63225413,81.32775466,83.88278255,200146000
6/15/2020,83.46179962,84.11637396,80.92867135,81.09170972,138808800
6/16/2020,85.67372131,85.94626383,83.88277222,85.52285421,165428800
6/17/2020,85.55448914,86.48159855,85.43282116,86.42076456,114406400
6/18/2020,85.58856201,86.00710017,84.97778636,85.51069272,96820400
6/19/2020,85.09944916,86.76386617,83.98740208,86.29666531,264476000
6/22/2020,87.32598114,87.46954848,85.4474271,85.49366152,135445200
6/23/2020,89.18991852,90.6134352,88.15330508,88.57427891,212155600
6/24/2020,87.61554718,89.73987283,87.24080771,88.81762744,192623200
6/25/2020,88.77869415,88.8176288,87.00964433,87.7712871,137522400
6/26/2020,86.05088806,88.89548574,85.90244928,88.67404915,205256800
6/29/2020,88.03408051,88.12898509,85.47905301,85.95842513,130646000
6/30/2020,88.76894379,89.05608583,87.6009343,87.62039791,140223200
7/1/2020,88.60103607,89.39187779,88.55237334,88.84680772,110737200
7/2/2020,88.60103607,90.14865635,88.48667532,89.51111744,114041600
7/6/2020,90.97114563,91.44078223,90.00266588,90.03430075,118655600
7/7/2020,90.68889618,92.1318769,90.5769637,91.35077041,112424400
7/8/2020,92.80101776,92.83265262,91.58190244,91.66950723,117092000
7/9/2020,93.20009613,93.75003028,92.14888314,93.69649608,125642800
7/10/2020,93.36314392,93.4215496,92.18053466,92.79373864,90257200
7/13/2020,92.93245697,97.29060582,92.71832009,94.67230797,191649200
7/14/2020,94.47029877,94.66252878,91.37506583,92.3119031,170989200
7/15/2020,95.12001038,96.60192525,93.91793033,96.35128955,153198000
7/16/2020,93.94958496,94.80856065,93.34854481,93.98851961,110577600
7/17/2020,93.75977325,94.55791486,93.28526519,94.40218372,92186800
7/20/2020,95.73565674,95.87436001,93.5018346,93.8473749,90318000
7/21/2020,94.41434479,96.60436825,94.16370907,96.5289347,103433200
7/22/2020,94.67958832,95.36336178,94.02744972,94.11504711,89001600
7/23/2020,90.37012482,94.48980151,89.55738347,94.41193221,197004400
7/24/2020,90.14624023,90.49178057,86.76873583,88.56212814,185438800
7/27/2020,92.28272247,92.37519132,90.98818087,91.21204579,121214000
7/28/2020,90.76675415,92.02966845,90.76188268,91.85203052,103625600
7/29/2020,92.50660706,92.69154478,91.2144936,91.25099251,90329200
7/30/2020,93.62593842,93.73057109,91.26801257,91.67681516,158130000
7/31/2020,103.4275131,103.5783802,98.13738458,100.1424778,374336800
8/3/2020,106.0336456,108.6616711,105.0165031,105.3158016,308151200
8/4/2020,106.7417374,107.836749,105.4982869,106.2234307,173071600
8/5/2020,107.1286392,107.4498444,105.9946929,106.4619012,121776800
8/6/2020,110.866272,111.3626793,106.8707004,107.4620049,202428800
8/7/2020,108.345665,110.8443556,107.5460843,110.386058,198045600
8/10/2020,109.9204407,110.9418572,107.2608581,109.7961132,212403600
8/11/2020,106.6514282,109.6815459,106.3905875,109.1818107,187902400
8/12/2020,110.1959076,110.4543082,107.5509508,107.7459676,165598000
8/13/2020,112.1461029,113.1528935,111.0905544,111.5805439,210082000
8/14/2020,112.0461655,112.1363609,110.230041,111.9705959,165565200
8/17/2020,111.7536316,113.1967811,111.1246962,113.1724021,119561600
8/18/2020,112.6848602,113.111466,111.1685812,111.5049915,105633600
8/19/2020,112.8262405,114.2450111,112.7311723,113.0943942,145538000
8/20/2020,115.3298035,115.4443779,112.8506117,112.8676777,126907200
8/21/2020,121.2730484,121.7581577,116.2805395,116.2927253,338054800
8/24/2020,122.7234802,125.578087,120.8512925,125.4927569,345937600
8/25/2020,121.7166901,122.0628534,119.9883285,121.59237,211495600
8/26/2020,123.371933,123.8302306,121.9677884,123.0379628,163022400
8/27/2020,121.8971024,124.3104704,120.7489182,123.9765002,155552400
8/28/2020,121.6996536,123.2939349,121.4753776,122.8746421,187630000
8/31/2020,125.8267136,127.7379133,122.8624204,124.403078,225702700
9/1/2020,130.8387451,131.4433165,127.2796406,129.4541067,151948100
9/2/2020,128.1279755,134.5441273,123.8375467,134.1638394,200119000
9/3/2020,117.8699417,125.6317274,117.4994068,123.7497938,257599600
9/4/2020,117.9479523,120.619721,108.1287075,117.0801149,332607200
9/8/2020,110.0106277,116.0269845,109.8741145,111.1124865,231366600
9/9/2020,114.3985825,116.1732618,112.3898815,114.3400789,176940500
9/10/2020,110.6639481,117.4993919,109.6986024,117.3628787,182274400
9/11/2020,109.2110519,112.3606239,107.2608546,111.7170552,180860300
9/14/2020,112.487381,113.0431869,109.9911308,111.8633184,140150100
9/15/2020,112.6629333,115.8710098,110.7809921,115.3834603,184642000
9/16/2020,109.3378296,113.1114648,109.2500743,112.3606419,154679000
9/17/2020,107.5923843,109.4060685,106.0029762,106.9878279,178011000
9/18/2020,104.1795425,108.1189422,103.4482185,107.650899,287104900
9/21/2020,107.3388748,107.4461363,100.5326821,101.9368267,195713800
9/22/2020,109.0257874,110.049644,106.4417817,109.8741259,183055400
9/23/2020,104.4525909,109.3183321,104.1113004,108.8405357,150718700
9/24/2020,105.5251923,107.5046416,102.385373,102.551138,167743300
9/25/2020,109.4840775,109.6400968,104.988872,105.7299491,149981400
9/28/2020,112.0973587,112.4483949,109.971643,112.1461166,137672400
9/29/2020,111.2490158,112.4386375,110.7419677,111.6975678,99382200
9/30/2020,112.926178,114.3400756,110.7907169,110.9564819,142675200
10/1/2020,113.8817978,114.78864,112.9457038,114.7106303,116120400
10/2/2020,110.2056351,112.4971226,109.4255607,110.0788749,144712000
10/5/2020,113.5989838,113.74525,110.7224459,111.073482,106243800
10/6/2020,110.3421631,113.2284541,109.4548198,112.818907,161498200
10/7/2020,112.2143707,112.6726683,111.2880224,111.7658262,96849000
10/8/2020,112.1071014,113.5014929,111.7365592,113.3552266,83477200
10/9/2020,114.0573044,114.0865562,112.0583489,112.4093851,100506900
10/12/2020,121.302269,122.0628447,116.3097614,117.0703371,240226800
10/13/2020,118.0844574,122.2676319,116.6705672,122.1506174,262330500
10/14/2020,118.1722336,119.9664119,116.6413287,117.9869624,150712000
10/15/2020,117.704155,118.1819512,115.2079049,115.7637108,112559200
10/16/2020,116.0562592,118.5232654,115.8514893,118.2599846,115393800
10/19/2020,113.0919418,117.4213747,112.7799106,116.9728302,120639300
10/20/2020,114.5838547,116.017251,112.7506643,113.3064703,124423700
10/21/2020,113.9598083,115.7539867,113.5502612,113.7647841,89946000
10/22/2020,112.8676682,115.1006449,111.7365502,114.5253329,101988000
10/23/2020,112.1753693,113.6477706,111.4342921,113.4917512,82572600
10/26/2020,112.185112,113.6477601,110.0691421,111.1710084,111850700
10/27/2020,113.6965027,114.3595701,111.6878018,112.6141426,92276800
10/28/2020,108.4309769,112.5556478,108.3334685,112.185113,143937800
10/29/2020,112.4483871,114.0182967,109.4060764,109.5718488,146129200
10/30/2020,106.1492462,109.2013025,105.0376343,108.2944604,190272600
11/2/2020,106.0614853,107.9239274,104.6475951,106.3930227,122866900
11/3/2020,107.6899185,108.7137678,106.0225004,106.9293426,107624400
11/4/2020,112.0876007,112.7116633,109.5523454,111.2977731,138235500
11/5/2020,116.0660019,116.641314,113.9597925,115.0128935,126387100
11/6/2020,115.9341278,116.4322807,113.4335636,115.5727162,114457900
11/9/2020,113.6191711,119.1575179,113.3554435,117.7021162,154515300
11/10/2020,113.2772827,114.859663,111.480002,112.8670365,138023400
11/11/2020,116.7155609,116.8523097,113.7363833,114.4689691,112295000
11/12/2020,116.4420776,117.7314284,115.8169383,116.8425615,103162300
11/13/2020,116.4909058,116.8913821,115.1331807,116.6667266,81581900
11/16/2020,117.5067596,118.1807335,115.406679,116.1587971,91183000
11/17/2020,116.6178894,117.868168,116.1978733,116.7741779,74271000
11/18/2020,115.2894516,117.0378904,115.2601494,115.8559863,76322100
11/19/2020,115.8853149,116.2955612,114.0978036,114.8596918,74113000
11/20/2020,114.6154861,116.0122834,114.5666516,115.8853045,73604300
11/23/2020,111.2065125,114.8889809,111.1088358,114.4591949,127959300
11/24/2020,112.4958725,113.1600839,109.9757756,111.2651337,113874200
11/25/2020,113.3358994,114.0391829,112.4958671,112.8670486,76499200
11/27/2020,113.8828888,114.7619932,113.5214846,113.8633565,46691300
11/30/2020,116.2857666,118.1611841,114.0977721,114.2540606,169410200
12/1/2020,119.8705597,120.6031454,117.2234842,118.2002652,127728200
12/2/2020,120.2222214,120.5054888,118.0830683,119.1868283,89004200
12/3/2020,120.0854797,120.9059723,119.3724262,120.6520072,78967600
12/4/2020,119.4114761,120.0073131,118.6984227,119.753348,78260400
12/7/2020,120.8766556,121.6776157,119.411484,119.4700885,86712000
12/8/2020,121.4920425,122.0781172,120.2319939,121.4822801,82225500
12/9/2020,118.9524002,123.0255756,118.1905121,121.6385482,115089200
12/10/2020,120.3784866,120.9938634,117.360237,117.7021088,81312200
12/11/2020,119.5677719,119.9096438,117.7509586,119.5873043,86939800
12/14/2020,118.9524002,120.4859462,118.7179748,119.7533604,79184500
12/15/2020,124.9107437,124.9302835,121.2478152,121.4529383,157243700
12/16/2020,124.8423843,125.3893793,123.621408,124.4516779,98208600
12/17/2020,125.7117157,126.5712878,125.0670366,125.9070689,94359800
12/18/2020,123.719101,126.1024493,123.1916383,125.9657005,192541500
12/21/2020,125.2526093,125.3307535,120.5835978,122.1171435,121251600
12/22/2020,128.8178864,131.2891412,126.6396539,128.5541513,168904800
12/23/2020,127.9192657,129.3551203,127.7434374,129.0914001,88223700
12/24/2020,128.9057922,130.3612013,128.0559975,128.2708905,54930100
12/28/2020,133.5162048,134.1511066,130.4100333,130.878899,124486200
12/29/2020,131.7384644,135.5674445,131.2207716,134.8446361,121047300
12/30/2020,130.6151428,132.8324396,130.3025658,132.4319559,96452100
