Date,Open,High,Low,Close,Adj Close,Volume,SMA_20,EMA_20,RSI,MACD,MACD_Signal,MACD_Diff,BB_High,BB_Low,BB_Width,Stoch_K,Stoch_D,ADX,CCI,ATR
2010-02-22,7.226428985595703,7.232142925262451,7.11392879486084,7.1578569412231445,6.023460388183594,390563600,7.108964300155639,7.176380001217972,47.617442151627934,-0.05287396658836041,-0.0943090893190772,0.041435122730716784,7.422798864011542,6.795129736299737,8.829262621252196,71.09951871381922,80.55690177586496,22.907554210852567,29.850292556823888,0.17216643267692402
2010-02-23,7.142857074737549,7.190357208251953,6.989643096923828,7.0378570556640625,5.9224772453308105,575094800,7.09823215007782,7.1631873397366475,43.102672769032125,-0.05823950871279315,-0.08709517319782038,0.02885566448502723,7.406326555450679,6.7901377447049605,8.680877121481062,46.136716223669126,65.87417785237119,22.85631785776567,-15.499995701710816,0.17420555258058124
2010-02-24,7.0796427726745605,7.194285869598389,7.065713882446289,7.166429042816162,6.030674934387207,460566400,7.088803601264954,7.163496073363268,48.71345204445006,-0.051523128111964134,-0.07998076418064914,0.02845763606868501,7.375702168736644,6.801905033793264,8.094414335882988,72.88271773934366,63.37298422561067,22.770842639086414,32.65021144313271,0.17293578553442016
2010-02-25,7.049285888671875,7.244999885559082,7.03178596496582,7.214285850524902,6.0709452629089355,665126000,7.078303599357605,7.168333194997709,50.66365730350304,-0.041856211321307235,-0.07235585360878076,0.030499642287473525,7.328322146270033,6.828285052445177,7.064363470793161,82.83806088885186,67.28583161728822,22.196767965417557,57.1031319809922,0.17581279518148027
2010-02-26,7.2278571128845215,7.327499866485596,7.214285850524902,7.307857036590576,6.149687767028809,507460800,7.087821459770202,7.181621179911316,54.321084825698016,-0.026341054134541686,-0.06315289371393296,0.03681183957939127,7.356854175938134,6.818788743602271,7.591407816772342,95.07610439222867,83.59896100680807,20.92048400807796,127.07696144808769,0.1713414538085669
2010-03-01,7.348214149475098,7.482142925262451,7.337500095367432,7.463929176330566,6.2810258865356445,550093600,7.11805362701416,7.208507655760768,59.68894150935847,-0.0014349220672533747,-0.050809299384597044,0.04937437731734367,7.412278647759618,6.823828606268703,8.267007700780066,96.6969898740088,91.53705171836312,20.270095274791284,184.8666153703029,0.17155177058451748
2010-03-02,7.497499942779541,7.5296430587768555,7.419285774230957,7.458929061889648,6.276815891265869,566546400,7.143267941474915,7.232357313487328,59.447917105857684,0.017695912127696722,-0.037108257082138295,0.05480416920983502,7.4625231797637674,6.824012703186062,8.938632595179795,88.19325740717888,93.32211722447211,19.97288032829476,179.83750860165804,0.16718073586747326
2010-03-03,7.4621429443359375,7.495357036590576,7.42642879486084,7.476070880889893,6.291243076324463,372052800,7.167321491241455,7.255568129430429,60.04360000889275,0.03385023317358815,-0.022916559030993006,0.056766792204581154,7.509906502829854,6.824736479653056,9.55963847881086,91.05533639320247,91.98186122479672,19.6968950208337,155.23852360743228,0.1601627005719206
2010-03-04,7.474286079406738,7.5328569412231445,7.451070785522461,7.525356769561768,6.332717418670654,366041200,7.18782148361206,7.281262285633414,61.781887381123475,0.05005263271130378,-0.00832272068253365,0.058375353393837426,7.5630297993947,6.81261316782942,10.44011225482156,98.63810045794943,92.62889808611025,19.696375707066995,147.89871844813413,0.15456437593826083
2010-03-05,7.67642879486084,7.846428871154785,7.6653571128845215,7.819643020629883,6.580365180969238,899620400,7.2358571767807005,7.332536641347363,70.13622454998075,0.0856522463065561,0.010472272715284302,0.07517997359127179,7.671468502873758,6.800245850687643,12.040351694361792,96.87368169144206,95.52237284753132,21.28855444889256,225.93160055215964,0.1664577849136006
